start	end	text
5064000	5067000	I'm asking as they've shown keen interest in talking to you.
5067000	5070000	No, that's not that's not so much my thing.
5070000	5074000	Collabs, Jesse Michaels and John Michael Gaudier.
5075000	5077000	Those are those are some collabs.
5077000	5080000	I'll be doing and I will be seeing Jesse Michaels this week.
5080000	5085000	And I can't wait for that because he just interviewed Lou and I can't wait to speak to him about that.
5085000	5087000	That's going to be great.
5087000	5089000	Grubbs equals goat.
5089000	5090000	Thank you.
5090000	5091000	You are goat.
5091000	5093000	You are the goat Django.
5093000	5099000	What do you think about Harold Malmgren and former personal dental advisor Malmgren is extremely interesting.
5099000	5100000	And so is his daughter.
5100000	5105000	And I would like to speak to his daughter as she has made some excellent claims as well.
5105000	5108000	Excellent, excellent claims.
5108000	5109000	What do you think about blood?
5109000	5113000	So we discussed this last time I've remained similar to sans pretty agnostic to blood.
5113000	5118000	So I don't want to put forward an opinion on anything unless I have a kind of well versed research.
5118000	5120000	So I'll sit down, read some books about blood.
5120000	5122000	So watch some interviews and so forth.
5122000	5128000	And then I will form an opinion because I don't I don't want to just talk out of my behind.
5128000	5132000	I want your view on your research as opposed to your view on others.
5132000	5134000	I hope that's clear.
5134000	5137000	A lot of people do great research here.
5137000	5146000	I think that I just like to model my research a little bit more on like the old school researcher like the Dolan or the string field.
5146000	5152000	I find power in the written word and I try to create something that would be a written word and translated into a video.
5152000	5154000	I like the chasing down leads.
5154000	5157000	I like I like a little this is the way to do.
5157000	5161000	I like a little less news of the day type stuff and a little more long research into a topic.
5161000	5163000	That's just kind of how I like to do things.
5163000	5165000	I know everybody has their preference.
5165000	5167000	I know everybody has a preference.
5167000	5170000	Okay, let's go.
5170000	5174000	Don't don't you think it's weird that Rogan is suddenly super skeptical about all this?
5174000	5176000	I mean, from having a UAP in Lazare to not believe it anymore.
5176000	5177000	Why didn't Lou talk about his book?
5177000	5181000	Lou didn't talk about his book because Lou didn't want to sell his book on the podcast, which I very respect.
5181000	5183000	You might have to just talk about the phenomenon.
5183000	5189000	It's interesting how whenever there's a UAP related guy on Joe Rogan, Mike Baker, the CIA, former CIA guy is right there to clean it up.
5189000	5192000	I think Baker has 14 appearances on Jerry.
5192000	5195000	It's also really interesting to see Joe's.
5195000	5198000	I think Joe just likes to believe kind of what's in the cool conspiracy, right?
5198000	5205000	Because when he was really into UFOs, this was like 20 early or mid 2010s when the subject wasn't as popular as it was.
5205000	5207000	There wasn't as much serious research.
5207000	5213000	And he just kind of liked that it was more of a conspiracy.
5213000	5216000	In a way, I think he's a little bit more of a calm Eddie Bravo.
5216000	5218000	And we love Eddie Bravo.
5218000	5224000	Joe Rogan's episodes with Eddie Bravo and Alex Jones are some of the best entertainment you will ever see ever.
5224000	5227000	Speaking, your mind is potentially going to cost you.
5227000	5229000	Are you scared even a little?
5229000	5236000	No, I mean, I've probably crossed some toes, but it's all good.
5236000	5239000	Rick Strassman, where have I heard that name before Lotus?
5239000	5242000	Where have I heard that name?
5242000	5245000	I've heard of Freedward Winterberg.
5245000	5251000	That name rings a bell, but I can't reference it off the top of my head.
5251000	5254000	I have come across the names Falcon and Condor.
5254000	5261000	I think this was actually a career witness in 1980s in reference to like a blue team as well.
5261000	5266000	I have to find those files, but yes, I have.
5266000	5270000	Greer presents himself in a polarizing way, but if he's right even 10% of the time, then he's a valuable addition.
5270000	5271000	Yes, absolutely.
5271000	5281000	That's why everything that Greer puts out, I think needs to be researched independently from everything else and studied.
5281000	5286000	People mainly criticize Greer because of CE5 and how he monetized it while appearing to provide no evidence that it works.
5286000	5287000	I think so.
5287000	5293000	I think that's a good point because a lot of the CE5 stuff is really pricey.
5293000	5301000	I think in my Discord, I did kind of like an event revenue of this event that he did today just to kind of get a ballpark picture.
5301000	5308000	I think the place in which he spoke in London housed like 800 people and we'll just say that it was at full capacity.
5308000	5313000	Between tickets in there are $75 and then webinar tickets and stuff.
5313000	5320000	I think it was like a gross of $45,000 and this wasn't counting the 1,500 to sit and have dinner with Greer.
5320000	5328000	I just think he pushes the monetary incentive pretty heavy because he especially asks for donations and stuff for DPI archives.
5328000	5330000	I think he just really pushes that.
5331000	5342000	I'm not too well versed in psychedelics so I don't know how much I can answer there.
5342000	5344000	Greer just in terms of the impact is made.
5344000	5347000	It's up there with Jacques Villiers and Jean Mack and those figures he is.
5347000	5351000	Greer is on the Mount Rushmore of UFO researchers and I will say that.
5351000	5354000	Has Greer said anything recently about Lou Elizondo?
5355000	5362000	I think Greer is critical of Lou Elizondo and I'm trying to remember that right now, but I do think that.
5362000	5364000	I do think Greer is a charlatan.
5364000	5366000	I can understand why you think so.
5366000	5370000	There is a disinformation campaign to ruin Greer's name, especially on Twitter.
5370000	5380000	I wouldn't be surprised, but I think Greer is one of those guys that they can just kind of let go and do his own thing because as you see in the comments, Greer is so polarizing.
5380000	5383000	Everybody is so polarized about Greer.
5383000	5388000	So many people think he might be a charlatan, so many people respect him, and so many people are in between.
5388000	5391000	So I think Greer does that himself, to be honest.
5391000	5392000	What are your thoughts on Rogan?
5392000	5394000	Isn't it sus, suddenly a skeptic anymore?
5394000	5396000	Yes, absolutely.
5396000	5404000	I find it weird to think about when he had guests like Travis Walton on and Bob.
5404000	5407000	I stay away from talking about Bob.
5407000	5410000	I've said this before because I want so badly to believe Bob.
5410000	5418000	I can't really look at his case with a critical analysis because if I see the discrepancies in education, I'll just try and explain it the way as best as I can.
5418000	5426000	But Joe is so, so easy on Bob, especially when Bob had migraines when he couldn't answer a question.
5426000	5436000	But Joe, when he spoke to Grosh in particular, I know because I've watched that interview like 50 times, was extremely harsh and not a very gracious host, in my opinion.
5436000	5438000	Greer has beef with Elizondo.
5438000	5441000	Yes.
5441000	5443000	Sorry for repeating the question.
5443000	5444000	It didn't come through before.
5444000	5446000	I wanted to ask what made you consider the phenomenon being real?
5446000	5449000	For me, it was the Nimitz incident since I am into jets.
5449000	5450000	That's a good one.
5450000	5463000	I think that, I don't know if there was one specific incident that made me just say, Holy cow, the phenomenon is real just because I've been studying this since I was just so young.
5463000	5476000	In my mind, just with all the encounters I read about, especially when I was young, I was really into air force sightings and dog, not dog fights with craft, but like military sightings because I was so into military jets and UFOs.
5476000	5483000	I've just always been like the back of my head until I reached an older age, just kind of had to assume there was validity to this and so forth.
5483000	5488000	So I don't think there, I would like to hear from you guys, what was your like shining moment that made you say, Holy cow, this is real.
5488000	5490000	I'd like to hear that from you guys.
5491000	5495000	Rogan, Mike Baker, every time you talk, yeah, that's really funny.
5497000	5500000	Lou said a prominent member of the disclosure movement is disinfo.
5500000	5502000	He was probably referring to Greer.
5502000	5505000	Yeah, that was on a Sean Ryan, right?
5505000	5509000	No, that was Timber Shet, I think it was on the Sean Ryan show.
5509000	5515000	He referred to, maybe I'm thinking of a different incident, but Timber Shet says something similar.
5515000	5521000	I feel like you should do a video on DMT research in NHI as some people see entities on doing DMT.
5521000	5522000	That'd be fun.
5522000	5530000	I'd like that, but I will have to do a lot of research because I know very, very, very little about, I know very little about psychedelics, very little.
5530000	5535000	I really think we should, yeah, I'm just not well versed.
5535000	5538000	People like to crap on Greer for the sake of saying something.
5538000	5540000	They don't bother doing the research and go very deep on it.
5540000	5544000	ARV, Psychotronics, EMWs, DEWS, MKUltra, et cetera.
5544000	5545000	I completely agree.
5545000	5550000	A lot of the way Greer phrases stuff is very outlandish and standoffish.
5550000	5555000	So even stuff like P3 and Consciousness Connection Greer has been talking about for a while.
5555000	5569000	And I fell into the pitfall you're talking about, about kind of brushing that stuff golf because I thought it was a little too far fetched for me to pay attention to until I really started kind of sitting back and thinking about things.
5570000	5572000	Have you ever done any videos on June Crane?
5572000	5574000	I have not, but that would be interesting.
5574000	5577000	Did you read Crash at Corona from Stanton Freeman?
5577000	5582000	I didn't read Crash at Corona from Stanton Freeman, but I have read about the Corona crash and talked about it with Ryan Wood.
5582000	5593000	And I think Wood as well as, I think James Rigney, the guy who leaked the Wilson Davis documents, thinks that some details of Roswell are kind of mixed in with other crashes around the same time.
5593000	5596000	And one of those is Corona and so forth.
5596000	5598000	What's your take on Rogan recently?
5598000	5600000	I think you got warned by Feds to stop talking too much.
5600000	5601000	I want to be surprised.
5601000	5609000	I used to be a big Joe Rogan listener, but I feel like the quality of guests have died off and the talking points aren't nearly as interesting to me.
5609000	5612000	What have you heard of Harry Drew and do you think he is honest?
5612000	5613000	That is very interesting.
5613000	5618000	I have, I spoke about Harry Drew and the Kingman Crash very recently.
5618000	5624000	A certain, I'm not going to say their name just because I don't know if they want to kind of talk about that they're working on this.
5624000	5633000	But an interesting channel and myself were trying to track down Harry Drew's documentary about what he had a documentary about Kingman.
5633000	5635000	And we've been trying to track that down right now.
5635000	5639000	It's only been really a DVD that was sold with his book on Kingman.
5639000	5641000	I can't remember what it's called right now.
5641000	5643000	Like the fifth day in May or something like that.
5643000	5645000	I'm trying to remember what it's called.
5645000	5649000	But yeah, Harry Drew is the person that proposed that there were three Kingman crashes.
5649000	5651000	The first was a controlled descent.
5651000	5658000	The second or first was a controlled descent and the second two were crashes, two of which contained bodies as well.
5658000	5661000	And this occurred over in late May, 1953.
5661000	5662000	Harry Drew is really interesting.
5662000	5664000	I need to track down that dang documentary.
5664000	5668000	Ross Campbell says Kingman is extremely important.
5668000	5669000	I agree.
5669000	5673000	I think it's crucial to track down that dang documentary and continue to study.
5673000	5676000	I like to think back to the Chris Mellon signal exchange.
5676000	5685000	He released with a USG individual who talked about an SES gatekeeper in the Air Force and Kingman.
5685000	5687000	Joe got warned big time.
5687000	5688000	I think it's very possible.
5688000	5689000	I'm sorry.
5689000	5690000	I'm trying to keep up with everything.
5690000	5693000	If we talk about something, then like five minutes later, I get to the comment.
5693000	5695000	I'm sorry about that, guys.
5695000	5697000	Mike Baker talks for hours and says nothing.
5697000	5698000	He does.
5698000	5702000	I remember back in like 2017, I saw a Mike Baker episode and I said, Holy cow.
5702000	5703000	What's it going to be?
5703000	5708000	And this guy just jabbers, jabbers, jabbers, jabbers on with, with not much interesting
5708000	5709000	to say.
5709000	5711000	I dig Greer's view on drones versus UAP.
5711000	5712000	I have a feeling he's on to something.
5712000	5715000	The KMO drones jellyfish is a big retriever for DoD.
5715000	5716000	Yeah.
5716000	5717000	I found more and more.
5717000	5723000	I've warmed up to the idea that there's a more of a mix of ARV versus UAP according to Greer.
5723000	5725000	Bradley, what's up?
5725000	5729000	You have missed quite a lot and I would recommend starting from the beginning because we talked
5729000	5731000	about Greer's entire presentation today.
5731000	5732000	Rick Strasman.
5732000	5733000	I know Rick.
5733000	5734000	Okay.
5734000	5735000	Yes.
5735000	5736000	Okay.
5736000	5737000	I will read that.
5737000	5738000	I will read that.
5738000	5739000	That sounds really interesting.
5739000	5741000	I think Rogan might still believe.
5741000	5742000	Yeah.
5742000	5743000	Yeah.
5743000	5751000	Probably with that with how big Rogan is, he probably is just bombarded with so much as
5751000	5752000	well.
5752000	5753000	So much.
5753000	5757500	Maybe people who are just claiming to have sightings and so forth that he just is a little
5757500	5761500	bit jaded to the topic, which is crazy to me if he is jaded to the topic because he'll
5761500	5766500	have guys like Lou and Grush on and kind of treat them not as pleasantly as I would have
5766500	5767500	thought.
5767500	5770500	Are you familiar with the alleged crash of a man made triangular ARV in East Germany?
5770500	5771500	Was that in?
5771500	5775500	Let me get out a copy of Magic Eyes Only.
5775500	5779500	What year was that in?
5779500	5780500	Sorry.
5780500	5782500	I dropped my water bottle.
5782500	5785500	I need to find out what year that was in.
5785500	5794500	I want to say 80s, maybe earlier, but I do remember that case.
5794500	5795500	Okay.
5795500	5798500	Kai, I will look for you because I have heard of that case.
5798500	5800500	You're saying it was Mark McCandlish.
5800500	5801500	He talked about it.
5801500	5802500	Was that when he talked?
5802500	5803500	Okay.
5803500	5804500	Let me see.
5804500	5805500	I know I've heard about that.
5805500	5806500	I'm just having trouble referencing.
5806500	5808500	I appreciate the piece on Michael.
5808500	5809500	He will be anointed hero.
5809500	5810500	I hope so.
5810500	5814500	I would very much like for Michael to be able to speak a little more.
5814500	5815500	Very much like that.
5815500	5818500	I appreciate Lou for being humble that he doesn't mention his book out late,
5818500	5821500	despite essentially living in an ARV with his wife facing economic hardship.
5821500	5824500	Since speaking out about UAP, UFO, USO, et cetera.
5824500	5825500	Yeah.
5825500	5827500	Whatever your view is on Lou, it is respectful that especially on JR,
5827500	5829500	he doesn't mention his book once.
5829500	5830500	Once.
5830500	5831500	Falcon and Condor.
5831500	5832500	Yeah.
5832500	5833500	Aviary codenames.
5833500	5835500	Rick Dodie is one of them.
5835500	5838500	I think John B. Alexander is another.
5838500	5841500	Oh, and this was a witness.
5842500	5845500	A H A H in the Greer archive.
5845500	5848500	I can't remember exactly what name it is.
5848500	5850500	Slimy Toad made me fart real bad.
5850500	5853500	Well, maybe you shouldn't take Slimy Toad, brother.
5853500	5857500	Seriousness aside, Greer looks like a reptilian wearing a human meat suit.
5857500	5859500	I hope he's not a secret reptilian.
5859500	5863500	Is there a chance the government actually works together on this behind the curtains?
5863500	5864500	Why?
5864500	5865500	Yes.
5865500	5866500	Five eyes to a degree.
5866500	5867500	Five eyes nations.
5867500	5872500	US, UK, New Zealand, Australia and Canada work together on this.
5872500	5877500	You can look at a 2023 memo from Canadian politician Larry McGuire to the Canadian
5877500	5881500	Minister of Defense that speaks about being more transparent about five eyes
5881500	5883500	working together with UAP.
5883500	5888500	If you listen to the UK whistle or sorry, the infographics whistleblower I covered
5888500	5891500	and you take that testimony as a real testimony or just somebody giving a real
5891500	5895500	testimony, you remember that Europe and many countries in Europe have been a default
5895500	5900500	agreement with the US that the US gets ownership of those technologies.
5900500	5902500	Really respect your view on Greer.
5902500	5905500	Obviously you have issues with him, but you don't turn a blind eye to his data.
5905500	5906500	Absolutely not.
5906500	5911500	The DPI archive has been a true gift, a true gift.
5911500	5914500	I have tried Greer CE5 protocols myself at home.
5914500	5915500	It worked.
5915500	5918500	Objects legit started appearing, disappearing, flashing, interacting with my thoughts.
5918500	5921500	I would like to hear more at what elevation did they appear?
5921500	5922500	Were they just light sources?
5922500	5924500	Could you make out like a tangible craft design?
5924500	5925500	Tell us more.
5925500	5926500	I think that's very interesting.
5926500	5930500	Very interesting.
5930500	5935500	Tim Ventura works at all propulsion, APEC works with Mark Sockle, Charles Bueller, Drew
5935500	5936500	Arajima.
5936500	5942500	Yes, I have heard of this, heard of him, but I've never really dove into any of his
5942500	5943500	work.
5943500	5944500	Sorry.
5944500	5949500	How many whistleblowers do you think will appear at the next UAP hearing?
5949500	5954500	Probably right now, I don't have very high hopes for many.
5954500	5958500	I think the 2023 congressional hearings, there were supposed to be two additional
5958500	5961500	whistleblowers that didn't show up.
5961500	5967500	I would hope more, but with whistleblower protection right now in terms of not safeguarding
5967500	5972500	people's pensions, I don't know how many people want to do that.
5972500	5975500	There are too many people who focus on the people more than the content.
5975500	5976500	Yes.
5976500	5977500	I 100% agree.
5977500	5978500	Well put.
5978500	5983500	Falcon was, yes, I believe it was, I believe Falcon was Richard Dodie.
5983500	5986500	Wow, we're just getting to the Grush and JR Retalk.
5986500	5989500	Yeah, he was standoffish with Grush.
5989500	5995500	Joe was kind of just like really laissez-faire with that, kind of relaxed and taken very
5995500	5996500	seriously.
5996500	5999500	Rogan Krabs on Grush and Lou behind their backs, but he blindly defends Lazare.
5999500	6003500	Yeah, it seems like he has a big problem with Grush and then the TTSA crowd.
6004500	6006500	The releasing is not right wing.
6006500	6011500	You asked politics is a mess, a mess.
6011500	6014500	Your video on the private sector should be required viewing for anyone in the community
6014500	6016500	and any conspiracy communities.
6016500	6018500	This is so big.
6018500	6019500	I appreciate that.
6019500	6020500	Thank you.
6020500	6025500	Are you talking Battelle, Lockheed or SAIC?
6025500	6029500	Timbershed recently said that next hearings will likely primarily consist of scientists
6029500	6030500	and more pilots.
6030500	6031500	Yeah.
6031500	6036500	As much as I enjoy hearing about Ryan Graves, we need firsthand testimony of the people
6036500	6041500	that Greer says he's talking to about people who have actually retrieved craft, like he
6041500	6044500	said, who flew him over the Hellendale plant.
6044500	6045500	Rogan is being led by gatekeepers.
6045500	6047500	I wouldn't be surprised.
6047500	6051500	We should deep dive CEO of these companies with special access programs.
6051500	6053500	I bet something surfaces.
6053500	6054500	Someone was, but oh, that reminds me.
6054500	6059500	Greer said his uncle was the Grumman in Northrop Grumman, but that he had no knowledge of
6059500	6060500	UAP situations.
6060500	6064500	I would like to look into CEOs, as well as some head-up scientists.
6064500	6069500	We talked about this last week, but Lockheed Martin and Jim Ryder, as mentioned in Lou
6069500	6070500	Elizondo's book, Eminent.
6070500	6073500	I think there's a lot of interesting people we could study.
6073500	6078500	As well as looking at board of directors of companies and their previous relationships
6078500	6082500	in terms of work on the CIA, because you have Ronald Moultrie, who's on the board of directors
6082500	6084500	for the Carlisle Group.
6084500	6088500	He was a big with Sean Kirkpatrick and so forth.
6088500	6089500	There's a lot of great connections.
6089500	6090500	For me, it was Mark McCandless.
6090500	6091500	I see what you're saying.
6091500	6093500	Mark McCandless broke that ground for you.
6093500	6095500	Mark McCandless's story is excellent.
6095500	6102500	I really want to cover it in full detail and give it the true justice it deserves.
6102500	6104500	David Fraber got me started after that.
6104500	6106500	The testimonies are just impossible to know, both in quality and quantity.
6106500	6109500	Everything else seems like rumors to me, but I still find them interesting.
6109500	6113500	I remember when the Tic Tac case, when Fraber really started talking about his experience
6113500	6119500	on Joe Rogan and so forth, that felt monumental.
6119500	6123500	Real when David Grush came forward and I started researching and here I am.
6123500	6129500	If you were led here by Grush, I couldn't think of anything better.
6129500	6131500	Shining Moment was actually Bob Lazar interview with Rogan.
6131500	6135500	I believe everywhere he says from there, I started exploring rabbit holes.
6135500	6136500	Interesting.
6136500	6138500	Bob Lazar is, of course, so contentious.
6138500	6144500	I love, I could talk about Bob all dang day, all day.
6144500	6145500	Okay.
6145500	6149500	Flying Lotus, if you're still here, is Brainfeeder taking fall interns?
6149500	6153500	I can also text him about that.
6153500	6155500	I know, I will text him about that.
6155500	6159500	I didn't even know this stuff was going on until I saw the Nimitz incident,
6159500	6162500	which Nimitz incident would lead me to the hearing, which made me realize that
6162500	6164500	an experience I had was 100% of UAP.
6164500	6165500	Tell me about it.
6165500	6166500	That's really interesting.
6166500	6169500	You can either tell me about it here in the Discord because I would really like to hear
6169500	6170500	that.
6170500	6172500	McKinnon, let's just filmmaker was poisoned.
6172500	6173500	I forgot.
6173500	6174500	Yeah.
6174500	6176500	Greer said in this, sorry, I'll probably have details about the event come to me.
6176500	6179500	Greer stated that four people he has worked with have been killed.
6179500	6182500	I have not seen evidence for that, but he did state that.
6182500	6184500	He did state that.
6184500	6186500	I was attacked by a Translucent Bean when I was 19 or 20.
6186500	6188500	I was in between sleep and awake and it wasn't a dream.
6188500	6191500	It was like a tentacle pearl Translucent Bean.
6191500	6193500	That sounds horrifying.
6193500	6194500	Horrifying.
6194500	6196500	That sounds very scary.
6196500	6203500	Like in a hypnagogic state almost.
6203500	6206500	Respect your comment on old school research first news of the day.
6206500	6208500	I'm just an old school guy.
6208500	6212500	That's why I like wrestling with people and studying UFOs.
6212500	6214500	Greer is way ahead of Congress.
6214500	6216500	Even he is another level.
6216500	6219500	Greer is way, way ahead of Congress.
6219500	6221500	Even he is another level research.
6221500	6222500	Him.
6222500	6223500	He's.
6223500	6225500	I agree with you, Alan.
6225500	6227500	I don't know what you're saying, but I agree.
6227500	6229500	I met Greer's first time doing DMT.
6229500	6232500	It was expecting machine elves and fractals.
6232500	6234500	It was more real than real.
6234500	6237500	I don't know anything about UFO and Greer lore prior.
6237500	6240500	Now, after getting involved in UFO lore,
6240500	6245500	would you say these Greys that you saw are kind of like the classic depiction of Greys?
6245500	6247500	Me and the homies are all a girl build.
6247500	6249500	I hope everybody is, man.
6249500	6251500	How do I get in contact with these whistleblowers?
6251500	6255500	I would definitely like to do a video of myself on some of these people.
6255500	6257500	Is it because of your following?
6257500	6259500	Not likely.
6259500	6263500	For how I got in contact with Michael, for example, you guys know this.
6263500	6265500	I first got in contact with Joey.
6265500	6268500	Any of the people I've covered, like MSTB,
6268500	6274500	I have gone really far out of my way to contact these people.
6274500	6281500	Discerning the names on the DPI archive has taken anywhere from five minutes with TB to a week
6281500	6283500	to try to find these names.
6283500	6285500	Then, of course, it involves contacting these people,
6285500	6287500	seeing if they'll be willing to talk.
6287500	6293500	I can't tell you how. I have a dozen people who have told me no, not interested.
6293500	6296500	I mean, the name is listed in the archive.
6296500	6299500	I'm going to double check the archive because I don't want to burn the name if it's not there.
6299500	6304500	But there was a doctor that Greer stated had a UAP encounter on a ship,
6304500	6310500	on a Navy ship who a UAP came out of the water,
6310500	6316500	landed nearby and basically destroyed some of the local surroundings just with its landing.
6316500	6321500	In the archives with Greer, this individual also apparently had a point of contact
6321500	6326500	to a former Navy SEAL who was in charge of tracking UAPs coming out of a certain location.
6326500	6328500	I don't know what this location is underwater.
6328500	6330500	I contacted this person.
6330500	6336500	I said, and I will say who the person is next live if I find their name is still in the DPI archive
6336500	6338500	because it's listed out right.
6338500	6341500	But I contacted this person. They're an elderly doctor.
6341500	6343500	And I said, hey, would you be interested in talking about this?
6343500	6345500	I found your name in the DPI archive.
6345500	6346500	They didn't say no, it's not true.
6346500	6348500	They just said, I'm not interested.
6348500	6351500	And kind of a little back and forth with them telling me to kind of get lost.
6351500	6354500	So that was pretty dang interesting to me.
6354500	6356500	Seven days in May, that's it.
6356500	6359500	I was almost, I was almost on it.
6359500	6362500	Almost on it.
6362500	6367500	When I said I wanted your views, it was in reference to whistleblowers you haven't spoken to directly.
6367500	6370500	Oh, okay.
6370500	6373500	Whistleblowers I haven't spoken to directly.
6373500	6374500	Well, I would like to speak to them.
6374500	6377500	I just really enjoy talking to a lot of these people.
6377500	6383500	But there are a lot of prospective whistleblowers I will be trying to contact soon.
6383500	6385500	Large light formation hanging low in the sky.
6385500	6387500	Unbelievable color and formation free.
6387500	6389500	Mental Western Australia in 2005.
6389500	6391500	Tell me more about it.
6391500	6392500	What did this formation do?
6392500	6394500	What color was it and so forth?
6394500	6401500	Have you heard anything about the UAP so big it was presumably buried under something?
6401500	6406500	Of course, TB has spoken about one buried in Seoul, South Korea and his notes.
6406500	6411500	I think there are some people that think that the UAP Ross Colt Hart is referring to that was so big,
6411500	6415500	which I'm certain that you're referring to is in Pine Gap Australia.
6415500	6422500	I have not received any sort of interesting intelligence or kind of investigation on that subject.
6422500	6424500	I know very little about it.
6424500	6429500	I know very little about it, but I just don't even know where to begin researching where that site may be.
6429500	6430500	June Crane is worth a video.
6430500	6431500	Okay.
6431500	6432500	Her statements corroborate.
6432500	6433500	Roswell and her credentials are proven.
6433500	6434500	She had Q clearance.
6434500	6437500	Researcher interviewed is still alive today and is extremely kind.
6437500	6438500	Former LEO.
6438500	6439500	Okay.
6439500	6440500	I will.
6440500	6442500	I would absolutely do that and try and contact that guy.
6442500	6450500	You know, we, we need the Greer and Herrera insider to come forward publicly and end this debate once and for all to expose PLF,
6450500	6453500	Psychotronics used in fake abduction, ARVs, EMW attacks.
6453500	6455500	I completely agree.
6455500	6461500	I think this individual coming forward will, will, would be monumental,
6461500	6463500	especially if this person came forward with evidence.
6463500	6465500	I would like to see that.
6465500	6467500	Literally trying to get bro to the loose and they listen.
6467500	6474500	I don't, I don't do, I don't do, uh, I don't do any substances, but I don't have problems of people do if they're an adult.
6474500	6477500	And that's what they, that's what they choose to do.
6477500	6479500	It's, it's their body, their choice.
6479500	6486500	Uh, man's doesn't look like he needs any more trouble keeping it together.
6486500	6488500	Keep kicking butt.
6488500	6489500	Best show on the topic.
6489500	6490500	I appreciate that man.
6490500	6491500	Much love.
6491500	6492500	Thank you very much.
6492500	6493500	That means the most.
6494500	6496500	Uh, sorry.
6497500	6499500	Greer was telling the truth about Admiral Wilson's briefing documents.
6499500	6500500	He's telling the truth for decades.
6500500	6501500	No one believed him.
6501500	6502500	Doesn't that tell you something?
6502500	6503500	Absolutely.
6503500	6504500	Absolutely.
6504500	6505500	It does Greer.
6505500	6515500	I mean, I think Admiral Wilson even admitted to speaking to Greer, but even when he still denied the, the, sorry, my brain's being scared.
6515500	6519500	Even when he denied the allegations of the Wilson Davis memo being true, but Greer did do that.
6519500	6520500	Yes.
6520500	6522500	That's why I think that is why I took the approach.
6522500	6526500	I did it with Greer's witnesses that they really need to be investigated.
6526500	6527500	The filter.
6527500	6529500	Who has big eyes?
6529500	6532500	Let me know who, let me know who has, who has the big eyes.
6532500	6534500	Like, I'd like to hear about that.
6534500	6535500	Love what you do.
6535500	6536500	Keep the deep eyes.
6536500	6537500	Thank you for training your excellent work.
6537500	6540500	Had some weird results with CE5 over the years, but recommended even if it's just to go stargazing.
6540500	6542500	I would like to hear about this.
6542500	6543500	Absolutely.
6543500	6544500	Please.
6546500	6547500	Mark.
6547500	6548500	Yes.
6548500	6549500	This is important to know about Mark.
6549500	6551500	Mark was an aerospace contractor illustrator.
6551500	6553500	He did a ton of work, a ton of great work.
6553500	6558500	And he also has a lot of interesting points of contact and so forth.
6558500	6562500	Let me get some cold brew.
6562500	6563500	Sorry guys.
6563500	6567500	Remember when Dodie said ETs like straw?
6567500	6568500	Did he?
6568500	6574500	I don't remember him saying that, but I, I don't, I don't, I don't doubt that.
6574500	6576500	Have you had a UAP setting up some kind?
6576500	6577500	Yeah.
6577500	6578500	I talked about this last time.
6578500	6581500	I don't ever really talk about it just because it's, it's not too big of a deal.
6581500	6587500	You know, I think like many people have had experiences just where I've seen these strange
6587500	6592500	lights in the sky, strange formations doing zigzagging in the sky and so forth, but no
6592500	6596500	tangible actual craft or an actual structure I could make out.
6596500	6601500	And I would talk about it more if I had, if I myself had seen the exact body of a saucer
6601500	6602500	or a triangle.
6602500	6605500	The five eyes things makes a lot of sense when you start looking at the way the internet
6605500	6609500	globally, NC and AU are high or handy just based on geography.
6609500	6610500	Absolutely.
6610500	6611500	Absolutely.
6611500	6615500	I also think there's a lot of interesting Australia stuff to, to study.
6615500	6618500	Rogan is skeptical of anything coming from the government to be honest.
6618500	6621500	Chuck Schumer, Hilly Clinton being involved in disclosure is kind of weird.
6621500	6623500	There's evidence Hillary has known something.
6623500	6624500	Yeah.
6624500	6625500	With John Podesta.
6625500	6626500	Absolutely.
6626500	6627500	That is weird.
6627500	6630500	And maybe that ties into what we talked about at the beginning of this live stream where
6630500	6635500	we were talked about first being approached to buy white hats or blue team under the Clinton
6635500	6636500	administration.
6636500	6637500	Who knows?
6637500	6638500	Okay.
6638500	6645500	I was told UAP is hide in our underground aquifer surfacing through connected lakes and streams.
6645500	6646500	They are well hidden.
6646500	6648500	That is, that is very interesting.
6648500	6653500	That is very interesting, especially with stories of UAP kind of appearing from lakes and so
6653500	6654500	forth.
6654500	6655500	That's actually really interesting.
6655500	6656500	I've never heard that.
6656500	6659500	Your spine on your, yeah, that's a good point.
6659500	6662500	Five eyes, five eyes joint intelligence.
6662500	6665500	What are your thoughts on the UFO that is way too big to move?
6665500	6667500	Elizondo was asked about it in a recent interview.
6667500	6668500	We just talked about this.
6668500	6671500	That is from the, I think originally proposed by Ross Colt Hart.
6671500	6674500	I've heard some people say South, South Korea.
6674500	6676500	Some people say Pine Gap Australia.
6676500	6681500	I don't know what that, I don't know what the heck to think.
6681500	6682500	Really Greer is worth researching.
6682500	6685500	The guy is a lot more in the know than anyone else in the field.
6685500	6688500	Chris is life dedicated to this and what's the trauma surgeon?
6688500	6689500	Absolutely.
6689500	6695500	That is why I have dedicated probably two hours of every single day to studying Greer's materials.
6695500	6698500	Absolutely.
6698500	6701500	Greed with all this witness folks on favorite graves.
6701500	6703500	There are so many, many better cases and witnesses out there.
6703500	6704500	I agree.
6704500	6707500	One of those I'd like to see is Mr. TB.
6707500	6710500	Great point mentioning Hellendale radar cross-section facilities.
6710500	6712500	Definitely a place worth keeping an eye on.
